date_jalali,shift,OperatorCode_FK,typeOfWorkers,workerscount,productName,GlazeType,wagon_no,TotalCount,Grade1Count,WasteCount
1404/01/23,1,2,,,91000000,91000001,74,1504,1360,144
1404/01/23,1,2,,,91000000,91000001,44,1504,1380,124
1404/01/23,1,2,,,91000000,91000001,43,1504,1390,114
1404/01/23,1,2,,,91000000,91000001,57,1504,1360,144
1404/01/23,1,2,,,91000000,91000001,80,1504,1380,124
1404/01/23,1,2,,,91000000,91000001,11,1504,1400,104
1404/01/23,1,2,,,91000000,91000001,72,1504,1400,104
1404/01/23,1,2,,,91000000,91000001,61,1504,1360,144
1404/01/23,1,2,,,91000000,91000001,67,1504,1380,124
1404/01/23,1,2,,,91000000,91000001,64,1504,1370,134
1404/01/23,1,2,,,91000000,91000001,38,800,690,110
1404/01/23,1,2,,,92000000,92000001,30,820,630,190
1404/01/23,2,1,,,91000000,91000001,38,704,620,84
1404/01/23,2,1,,,91000000,91000001,35,1504,1340,164
1404/01/23,2,1,,,91000000,91000001,9,1504,1250,254
1404/01/23,2,1,,,91000000,91000001,46,604,530,74
1404/01/23,2,1,,,91000000,91000001,28,1457,1260,197
1404/01/23,2,1,,,93000000,93000001,28,22,10,12
1404/01/24,1,1,,,91000000,91000001,46,900,850,50
1404/01/24,1,1,,,91000000,91000001,75,1504,1380,124
1404/01/24,1,1,,,91000000,91000001,14,1504,1350,154
1404/01/24,1,1,,,91000000,91000001,42,1504,1390,114
1404/01/24,1,1,,,91000000,91000001,2,1504,1380,124
1404/01/24,1,1,,,91000000,91000001,52,1504,1370,134
1404/01/24,1,1,,,91000000,91000001,26,1504,1370,134
1404/01/24,1,1,,,91000000,91000001,23,1504,1330,174
1404/01/24,1,1,,,91000000,91000001,40,1504,1320,184
1404/01/24,1,1,,,91000000,91000001,54,1504,1450,54
1404/01/24,1,1,,,91000000,91000001,49,1504,1330,174
1404/01/24,1,1,,,91000000,91000001,29,1316,1150,166
1404/01/24,1,1,,,92000000,92000001,29,100,90,10
1404/01/24,1,1,,,91000000,91000001,50,144,130,14
1404/01/24,2,2,,,91000000,91000001,50,1360,1240,120
1404/01/24,2,2,,,91000000,91000001,32,1504,1360,144
1404/01/24,2,2,,,91000000,91000001,66,1504,1370,134
1404/01/24,2,2,,,91000000,91000001,10,40,30,10
1404/01/25,1,2,,,91000000,91000001,10,1464,1280,184
1404/01/25,1,2,,,91000000,91000001,47,1504,1300,204
1404/01/25,1,2,,,91000000,91000001,17,1504,1320,184
1404/01/25,1,2,,,91000000,91000001,31,1504,1350,154
1404/01/25,1,2,,,91000000,91000001,71,1504,1330,174
1404/01/25,1,2,,,91000000,91000001,41,1504,1320,184
1404/01/25,1,2,,,91000000,91000001,7,1504,1300,204
1404/01/25,1,2,,,91000000,91000001,19,1504,1320,184
1404/01/25,1,2,,,91000000,91000001,65,100,80,20
1404/01/25,2,1,,,91000000,91000001,65,1404,1200,204
1404/01/25,2,1,,,91000000,91000001,70,1410,1200,210
1404/01/25,2,1,,,92000000,92000001,27,820,630,190
1404/01/25,2,1,,,93000000,93000001,70,42,39,3
1404/01/26,1,2,,,91000000,91000001,13,1410,1310,100
1404/01/26,1,2,,,91000000,91000001,8,1504,1400,104
1404/01/26,1,2,,,91000000,91000001,73,1504,1400,104
1404/01/26,1,2,,,91000000,91000001,20,1504,1400,104
1404/01/26,1,2,,,91000000,91000001,55,1504,1390,114
1404/01/26,1,2,,,91000000,91000001,68,1504,1370,134
1404/01/26,1,2,,,91000000,91000001,51,1504,1380,124
1404/01/26,1,2,,,91000000,91000001,34,1504,1350,154
1404/01/26,1,2,,,93000000,93000001,13,40,32,8
1404/01/26,2,1,,,91000000,91000001,78,1504,1360,144
1404/01/26,2,1,,,91000000,91000001,77,1504,1390,114
1404/01/26,2,1,,,91000000,91000001,18,500,450,50
1404/01/27,1,2,,,91000000,91000001,17,1004,920,84
1404/01/27,1,2,,,91000000,91000001,21,1504,1340,164
1404/01/27,1,2,,,91000000,91000001,76,1504,1340,164
1404/01/27,1,2,,,91000000,91000001,37,1504,1310,194
1404/01/27,1,2,,,91000000,91000001,4,1504,1360,144
1404/01/27,1,2,,,91000000,91000001,24,1504,1330,174
1404/01/27,1,2,,,91000000,91000001,6,1504,1300,204
1404/01/27,1,2,,,91000000,91000001,39,1504,1300,204
1404/01/27,1,2,,,92000000,92000001,63,820,630,190
1404/01/27,2,1,,,91000000,91000001,45,1504,1330,174
1404/01/27,2,1,,,91000000,91000001,60,1504,1270,234
1404/01/27,2,1,,,91000000,91000001,59,1504,1290,214
1404/01/27,2,1,,,91000000,91000001,36,114,110,4
1404/01/28,1,2,,,91000000,91000001,5,1380,1250,130
1404/01/28,1,2,,,91000000,91000001,58,1504,1320,184
1404/01/28,1,2,,,91000000,91000001,69,1504,1300,204
1404/01/28,1,2,,,91000000,91000001,53,1504,1330,174
1404/01/28,1,2,,,91000000,91000001,25,1504,1350,154
1404/01/28,1,2,,,91000000,91000001,56,1504,1300,204
1404/01/28,1,2,,,91000000,91000001,36,1504,1350,154
1404/01/30,1,1,,,91000000,91000001,40,1504,1340,164
1404/01/30,1,1,,,91000000,91000001,66,1504,1350,154
1404/01/30,1,1,,,91000000,91000001,23,1504,1400,104
1404/01/30,1,1,,,91000000,91000001,32,1504,1400,104
1404/01/30,1,1,,,91000000,91000001,50,1504,1350,154
1404/01/30,1,1,,,91000000,91000001,54,1504,1330,174
1404/01/30,1,1,,,91000000,91000001,49,1504,1320,184
1404/01/30,1,1,,,91000000,91000001,26,1504,1360,144
1404/01/30,1,1,,,91000000,91000001,14,1504,1380,124
1404/01/30,1,1,,,91000000,91000001,46,1504,1400,104
1404/01/30,1,1,,,91000000,91000001,52,1457,1300,157
1404/01/30,1,1,,,91000000,91000001,28,1457,1200,257
1404/01/30,1,1,,,91000000,91000001,67,1410,1200,210
1404/01/30,1,1,,,93000000,93000001,67,42,24,18
1404/01/30,1,1,,,93000000,93000001,28,22,14,8
1404/01/30,1,1,,,93000000,93000001,52,22,20,2
1404/01/30,1,1,,,91000000,91000001,35,84,70,14
1404/01/30,2,2,,,91000000,91000001,35,1420,1260,160
1404/01/30,2,2,,,91000000,91000001,31,1504,1340,164
1404/01/30,2,2,,,91000000,91000001,38,1504,1350,154
1404/01/30,2,2,,,91000000,91000001,71,1504,1310,194
1404/01/30,2,2,,,91000000,91000001,41,1457,1340,117
1404/01/31,1,1,,,91000000,91000001,2,1504,1350,154
1404/01/31,1,1,,,91000000,91000001,10,1504,1350,154
1404/01/31,1,1,,,91000000,91000001,47,1504,1340,164
1404/01/31,1,1,,,91000000,91000001,64,1504,1350,154
1404/01/31,1,1,,,91000000,91000001,61,1504,1360,144
1404/01/31,1,1,,,91000000,91000001,17,1504,1350,154
1404/01/31,1,1,,,91000000,91000001,72,1504,1300,204
1404/01/31,1,1,,,91000000,91000001,70,1504,1400,104
1404/01/31,1,1,,,91000000,91000001,11,1504,1380,124
1404/01/31,1,1,,,91000000,91000001,3,1504,1400,104
1404/01/31,1,1,,,91000000,91000001,27,446,420,26
1404/01/31,1,1,,,92000000,92000001,27,200,180,20
1404/01/31,1,1,,,93000000,93000001,27,13,10,3
1404/01/31,2,2,,,91000000,91000001,20,1504,1360,144
1404/01/31,2,2,,,91000000,91000001,1,1504,1380,124
1404/01/31,2,2,,,91000000,91000001,55,1504,1400,104
1404/01/31,2,2,,,91000000,91000001,27,594,550,44
1404/01/31,2,2,,,91000000,91000001,73,124,110,14
1404/01/31,2,2,,,92000000,92000001,7,820,630,190
1404/02/01,1,1,,,91000000,91000001,73,1380,1280,100
1404/02/01,1,1,,,91000000,91000001,34,1504,1360,144
1404/02/01,1,1,,,91000000,91000001,51,1504,1400,104
1404/02/01,1,1,,,91000000,91000001,68,1504,1400,104
1404/02/01,1,1,,,91000000,91000001,8,1504,1400,104
1404/02/01,1,1,,,91000000,91000001,13,1504,1390,114
1404/02/01,1,1,,,91000000,91000001,77,1504,1370,134
1404/02/01,1,1,,,91000000,91000001,18,1504,1400,104
1404/02/01,1,1,,,92000000,92000001,65,820,630,190
1404/02/01,2,2,,,91000000,91000001,63,1457,1320,137
1404/02/01,2,2,,,91000000,91000001,78,1504,1280,224
1404/02/01,2,2,,,93000000,93000001,63,22,20,2
1404/02/02,1,1,,,91000000,91000001,9,1504,1310,194
1404/02/02,1,1,,,91000000,91000001,30,1504,1350,154
1404/02/02,1,1,,,91000000,91000001,75,1504,1340,164
1404/02/02,1,1,,,91000000,91000001,21,1504,1380,124
1404/02/02,1,1,,,91000000,91000001,42,1504,1370,134
1404/02/02,1,1,,,91000000,91000001,80,1504,1380,124
1404/02/02,1,1,,,91000000,91000001,57,1504,1100,404
1404/02/02,1,1,,,91000000,91000001,29,1504,1370,134
1404/02/02,1,1,,,92000000,92000001,19,820,540,280
1404/02/02,2,2,,,91000000,91000001,44,1504,1270,234
1404/02/02,2,2,,,91000000,91000001,43,1504,1300,204
1404/02/02,2,2,,,91000000,91000001,74,1504,1300,204
1404/02/02,2,2,,,91000000,91000001,16,144,130,14
1404/02/03,1,1,,,91000000,91000001,16,1360,1180,180
1404/02/03,1,1,,,91000000,91000001,79,1504,1350,154
1404/02/03,1,1,,,91000000,91000001,12,1504,1330,174
1404/02/03,1,1,,,91000000,91000001,4,1504,1380,124
1404/02/03,1,1,,,91000000,91000001,76,1504,1390,114
1404/02/03,1,1,,,91000000,91000001,15,1504,1380,124
1404/02/03,1,1,,,91000000,91000001,24,1504,1370,134
1404/02/03,1,1,,,91000000,91000001,6,1450,1340,110
1404/02/03,1,1,,,93000000,93000001,6,22,15,7
1404/02/03,1,1,,,91000000,91000001,59,84,80,4
1404/02/03,2,2,,,91000000,91000001,59,1420,1300,120
1404/02/03,2,2,,,91000000,91000001,5,1504,1340,164
1404/02/03,2,2,,,91000000,91000001,53,1504,1360,144
1404/02/06,1,2,,,91000000,91000001,31,1504,1400,104
1404/02/06,1,2,,,91000000,91000001,38,1504,1400,104
1404/02/06,1,2,,,91000000,91000001,71,1504,1410,94
1404/02/06,1,2,,,91000000,91000001,2,1410,1330,80
1404/02/06,1,2,,,91000000,91000001,47,1410,1320,90
1404/02/06,1,2,,,91000000,91000001,64,1504,1410,94
1404/02/06,1,2,,,91000000,91000001,17,1504,1400,104
1404/02/06,1,2,,,91000000,91000001,10,1504,1410,94
1404/02/06,1,2,,,91000000,91000001,11,1504,1400,104
1404/02/06,1,2,,,91000000,91000001,41,1504,1400,104
1404/02/06,1,2,,,91000000,91000001,66,1504,1420,84
1404/02/06,1,2,,,91000000,91000001,54,1504,1400,104
1404/02/06,1,2,,,91000000,91000001,3,1504,1420,84
1404/02/06,1,2,,,91000000,91000001,49,90,80,10
1404/02/06,1,2,,,93000000,93000001,47,42,36,6
1404/02/06,1,2,,,93000000,93000001,2,42,37,5
1404/02/06,2,1,,,91000000,91000001,49,1414,1300,114
1404/02/06,2,1,,,91000000,91000001,7,1504,1370,134
1404/02/06,2,1,,,91000000,91000001,27,1504,1400,104
1404/02/06,2,1,,,91000000,91000001,46,1504,1380,124
1404/02/06,2,1,,,91000000,91000001,34,634,550,84
1404/02/07,1,1,,,91000000,91000001,34,870,800,70
1404/02/07,1,1,,,91000000,91000001,70,1504,1360,144
1404/02/07,1,1,,,91000000,91000001,20,1504,1370,134
1404/02/07,1,1,,,91000000,91000001,1,1504,1370,134
1404/02/07,1,1,,,91000000,91000001,55,1504,1400,104
1404/02/07,1,1,,,91000000,91000001,65,1504,1380,124
1404/02/07,1,1,,,91000000,91000001,73,1504,1380,124
1404/02/07,1,1,,,91000000,91000001,28,1504,1400,104
1404/02/07,1,1,,,91000000,91000001,51,1504,1400,104
1404/02/07,1,1,,,91000000,91000001,35,1504,1340,164
1404/02/07,1,1,,,91000000,91000001,52,1504,1400,104
1404/02/07,1,1,,,91000000,91000001,13,660,600,60
1404/02/07,2,1,,,91000000,91000001,13,844,760,84
1404/02/07,2,1,,,91000000,91000001,78,1504,1320,184
1404/02/07,2,1,,,91000000,91000001,63,1504,1350,154
1404/02/07,2,1,,,91000000,91000001,67,1504,1370,134
1404/02/08,1,2,,,91000000,91000001,57,1504,1380,124
1404/02/08,1,2,,,91000000,91000001,44,1504,1380,124
1404/02/08,1,2,,,91000000,91000001,21,1457,1340,117
1404/02/08,1,2,,,91000000,91000001,80,1504,1410,94
1404/02/08,1,2,,,91000000,91000001,19,1504,1400,104
1404/02/08,1,2,,,91000000,91000001,29,1504,1400,104
1404/02/08,1,2,,,91000000,91000001,75,1504,1350,154
1404/02/08,1,2,,,91000000,91000001,42,1504,1410,94
1404/02/08,1,2,,,91000000,91000001,14,1504,1390,114
1404/02/08,1,2,,,91000000,91000001,26,1504,1400,104
1404/02/08,1,2,,,91000000,91000001,50,1504,1400,104
1404/02/08,1,2,,,91000000,91000001,43,611,540,71
1404/02/08,2,1,,,91000000,91000001,9,1504,1330,174
1404/02/08,2,1,,,91000000,91000001,30,1504,1360,144
1404/02/08,2,1,,,91000000,91000001,23,1504,1320,184
1404/02/08,2,1,,,91000000,91000001,43,893,790,103
1404/02/09,1,2,,,91000000,91000001,61,1457,1330,127
1404/02/09,1,2,,,91000000,91000001,77,1457,1320,137
1404/02/09,1,2,,,91000000,91000001,36,1504,1370,134
1404/02/09,1,2,,,91000000,91000001,68,1504,1330,174
1404/02/09,1,2,,,91000000,91000001,8,1504,1380,124
1404/02/09,1,2,,,91000000,91000001,72,1504,1370,134
1404/02/09,1,2,,,91000000,91000001,18,1504,1370,134
1404/02/09,1,2,,,91000000,91000001,74,1504,1400,104
1404/02/09,1,2,,,91000000,91000001,32,1504,1400,104
1404/02/09,1,2,,,91000000,91000001,40,1504,1400,104
1404/02/09,1,2,,,91000000,91000001,25,1504,1370,134
1404/02/09,1,2,,,91000000,91000001,56,1504,1360,144
1404/02/09,1,2,,,93000000,93000001,77,22,18,4
1404/02/09,1,2,,,93000000,93000001,61,22,18,4
1404/02/09,2,2,,,91000000,91000001,58,1504,1380,124
1404/02/09,2,2,,,91000000,91000001,69,1504,1350,154
1404/02/09,2,2,,,91000000,91000001,60,1504,1340,164
1404/02/09,2,2,,,91000000,91000001,45,154,130,24
1404/02/10,1,2,,,91000000,91000001,45,1350,1200,150
1404/02/10,1,2,,,91000000,91000001,4,1504,1400,104
1404/02/10,1,2,,,91000000,91000001,12,1504,1400,104
1404/02/10,1,2,,,91000000,91000001,79,1504,1400,104
1404/02/10,1,2,,,91000000,91000001,16,1504,1390,114
1404/02/10,1,2,,,91000000,91000001,37,1504,1370,134
1404/02/10,1,2,,,91000000,91000001,39,1504,1380,124
1404/02/10,1,2,,,91000000,91000001,59,1504,1400,104
1404/02/10,1,2,,,91000000,91000001,5,70,60,10
1404/02/10,2,1,,,91000000,91000001,5,1340,1220,120
