SettingID,wagon_no,GlazeType,start_time,end_time,packages
1404011417,78,91000001,10:00:00,10:45:00,28
1404011417,21,91000001,10:45:00,11:35:00,64
1404011417,58,91000001,11:35:00,12:30:00,36
1404011615,58,91000001,11:35:00,12:30:00,28
1404011615,36,91000001,12:30:00,13:10:00,64
1404011615,59,91000001,14:15:00,14:50:00,40
1404011606,59,91000001,14:15:00,14:50:00,24
1404011606,45,91000001,14:50:00,15:35:00,64
1404011606,76,91000001,15:35:00,16:10:00,22
1404011610,76,91000001,15:35:00,16:10:00,42
1404011610,5,91000001,16:10:00,16:50:00,64
1404011610,79,91000001,16:50:00,17:25:00,28
1404011630,79,91000001,16:50:00,17:25:00,36
1404011630,15,91000001,17:25:00,18:05:00,64
1404011630,30,91000001,18:05:00,19:20:00,34
1404011618,30,91000001,18:05:00,19:20:00,30
1404011618,3,91000001,19:20:00,20:05:00,64
1404011618,37,91000001,20:05:00,20:40:00,18
1404011612,37,91000001,20:05:00,20:40:00,44
1404011612,12,91000001,20:40:00,21:20:00,60
1404011612,74,91000001,06:15:00,07:00:00,22
1404011624,74,91000001,06:15:00,07:00:00,42
1404011624,18,91000001,07:00:00,07:40:00,64
1404011624,77,91000001,07:40:00,08:25:00,24
1404011605,77,91000001,07:40:00,08:25:00,40
1404011605,14,91000001,08:25:00,09:10:00,64
1404011605,42,91000001,09:10:00,09:50:00,18
1404011620,42,91000001,09:10:00,09:50:00,46
1404011620,75,91000001,09:50:00,10:25:00,64
1404011620,26,91000001,10:25:00,11:00:00,16
1404011708,26,91000001,10:25:00,11:00:00,48
1404011708,50,91000001,11:00:00,11:55:00,64
1404011708,41,91000001,11:55:00,12:30:00,14
1404011732,41,91000001,11:55:00,12:30:00,50
1404011732,67,91000001,12:30:00,13:10:00,64
1404011732,54,91000001,14:10:00,14:45:00,22
1404011726,54,91000001,14:10:00,14:45:00,42
1404011726,38,91000001,14:45:00,15:25:00,64
1404011726,23,91000001,15:25:00,16:05:00,14
1404011716,23,91000001,15:25:00,16:05:00,50
1404011716,40,91000001,16:05:00,16:45:00,64
1404011716,72,91000001,16:45:00,17:20:00,24
1404011713,72,91000001,16:45:00,17:20:00,40
1404011713,64,91000001,17:20:00,18:00:00,64
1404011713,61,91000001,18:00:00,19:10:00,28
1404011702,61,91000001,18:00:00,19:10:00,36
1404011702,80,91000001,19:10:00,19:45:00,60
1404011702,57,91000001,19:45:00,20:20:00,34
1404011731,57,91000001,19:45:00,20:20:00,30
1404011731,11,91000001,20:20:00,21:00:00,60
1404011731,32,91000001,06:15:00,07:15:00,44
1404011807,32,91000001,06:15:00,07:15:00,20
1404011807,47,91000001,07:15:00,07:50:00,64
1404011807,17,91000001,07:50:00,08:25:00,54
1404011819,17,91000001,07:50:00,08:25:00,10
1404011819,65,91000001,08:25:00,09:30:00,64
1404011819,21,91000001,09:30:00,10:10:00,64
1404011827,78,91000001,10:10:00,10:45:00,64
1404011827,13,91000001,10:45:00,11:20:00,64
1404011827,7,91000001,11:20:00,12:00:00,10
1404011811,7,91000001,11:20:00,12:00:00,54
1404011811,19,91000001,12:00:00,12:45:00,64
1404011811,56,91000001,12:45:00,13:20:00,4
1404011803,56,91000001,12:45:00,13:20:00,56
1404011803,60,91000001,06:20:00,07:00:00,64
1404011803,5,91000001,07:00:00,07:45:00,18
1404011821,5,91000001,07:00:00,07:45:00,46
1404011821,39,91000001,07:45:00,08:25:00,64
1404011821,15,91000001,08:25:00,09:30:00,26
1404011909,15,91000001,08:25:00,09:30:00,38
1404011909,79,91000001,09:30:00,10:25:00,64
1404011909,58,91000001,10:25:00,11:00:00,36
1404011925,58,91000001,10:25:00,11:00:00,28
1404011925,36,91000001,11:00:00,11:45:00,64
1404011925,59,91000001,11:45:00,12:30:00,40
1404011928,59,91000001,11:45:00,12:30:00,24
1404011928,45,91000001,12:30:00,13:15:00,64
1404011928,76,91000001,13:15:00,14:30:00,46
1404011914,76,91000001,13:15:00,14:30:00,18
1404011914,37,91000001,14:30:00,15:15:00,64
1404011914,67,91000001,15:15:00,15:50:00,58
1404011922,67,91000001,15:15:00,15:50:00,6
1404011922,12,91000001,15:50:00,16:30:00,64
1404011922,16,91000001,16:30:00,17:10:00,64
1404011904,41,91000001,17:10:00,17:50:00,64
1404011904,50,91000001,17:50:00,18:30:00,64
1404011904,54,91000001,18:30:00,19:30:00,12
1404012029,54,91000001,18:30:00,19:30:00,52
1404012029,38,91000001,19:30:00,20:15:00,64
1404012029,26,91000001,20:15:00,20:50:00,18
1404012023,26,91000001,20:15:00,21:50:00,46
1404012023,23,91000001,06:15:00,06:50:00,64
1404012023,40,91000001,06:50:00,07:25:00,32
1404012017,40,91000001,06:50:00,07:25:00,32
1404012017,64,91000001,07:25:00,08:00:00,64
1404012017,4,91000001,08:00:00,09:45:00,40
1404012015,4,91000001,08:00:00,09:45:00,24
1404012015,24,91000001,09:45:00,10:45:00,64
1404012015,6,91000001,10:45:00,11:35:00,50
1404012006,6,91000001,10:45:00,11:35:00,14
1404012006,61,91000001,11:35:00,12:10:00,64
1404012006,72,91000001,12:10:00,12:50:00,64
1404012010,18,91000001,12:50:00,13:30:00,64
1404012010,77,91000001,14:15:00,14:55:00,64
1404012010,75,91000001,14:55:00,15:30:00,12
1404012030,75,91000001,14:55:00,15:30:00,52
1404012030,42,91000001,15:30:00,16:10:00,64
1404012030,80,91000001,16:10:00,16:45:00,22
1404012018,80,91000001,16:10:00,16:45:00,42
1404012018,14,91000001,16:45:00,17:20:00,64
1404012018,11,91000001,17:20:00,17:55:00,38
1404012112,11,91000001,17:20:00,17:55:00,26
1404012112,57,91000001,17:55:00,18:30:00,64
1404012112,2,91000001,06:20:00,06:55:00,52
1404012124,2,91000001,06:20:00,06:55:00,12
1404012124,52,91000001,06:55:00,07:30:00,64
1404012124,46,91000001,07:30:00,08:05:00,64
1404012124,35,91000001,08:05:00,08:40:00,4
1404012120,35,91000001,08:05:00,08:40:00,60
1404012120,28,91000001,08:40:00,09:45:00,62
1404012120,9,91000001,09:45:00,10:20:00,18
1404012308,9,91000001,09:45:00,10:20:00,46
1404012308,1,91000001,10:20:00,10:50:00,64
1404012308,43,91000001,10:50:00,11:25:00,32
1404012305,43,91000001,10:50:00,11:25:00,32
1404012305,44,91000001,11:25:00,12:00:00,64
1404012305,74,91000001,12:00:00,12:35:00,46
1404012332,74,91000001,12:00:00,12:35:00,18
1404012332,3,91000001,12:35:00,13:10:00,64
1404012301,30,92000001,14:30:00,15:20:00,820
1404012301,27,92000001,15:20:00,16:50:00,820
1404012301,63,92000001,16:50:00,17:40:00,820
1404012301,29,92000001,17:40:00,18:00:00,90
1404012332,29,91000001,06:20:00,07:00:00,56
1404012426,49,91000001,07:00:00,07:35:00,64
1404012426,34,91000001,07:35:00,08:10:00,64
1404012426,51,91000001,08:10:00,08:45:00,12
1404012416,51,91000001,08:10:00,08:45:00,52
1404012416,8,91000001,08:45:00,09:45:00,64
1404012416,73,91000001,09:45:00,10:25:00,22
1404012413,73,91000001,09:45:00,10:25:00,42
1404012413,66,91000001,10:25:00,10:55:00,64
1404012413,20,91000001,10:55:00,11:35:00,38
1404012402,20,91000001,10:55:00,11:35:00,26
1404012402,55,91000001,11:35:00,12:10:00,64
1404012402,68,91000001,12:10:00,12:45:00,52
1404012431,68,91000001,12:10:00,12:45:00,12
1404012431,32,91000001,12:45:00,13:25:00,62
1404012431,64,91000001,06:00:00,06:55:00,64
1404012407,47,91000001,06:55:00,07:00:00,64
1404012407,17,91000001,07:30:00,08:05:00,64
1404012407,71,91000001,08:05:00,08:45:00,6
1404012419,71,91000001,08:05:00,08:45:00,58
1404012419,31,91000001,08:45:00,09:45:00,64
1404012419,70,91000001,09:45:00,10:30:00,16
1404012427,70,91000001,09:45:00,10:30:00,44
1404012427,65,91000001,10:30:00,11:10:00,64
1404012427,7,91000001,11:10:00,11:45:00,6
1404012411,7,91000001,11:10:00,11:45:00,58
1404012411,19,91000001,11:45:00,12:20:00,64
1404012429,13,91000001,12:20:00,13:00:00,60
1404012429,78,91000001,13:00:00,13:35:00,64
1404012429,21,91000001,14:10:00,14:45:00,10
1404012523,2,91000001,14:10:00,14:45:00,54
1404012523,69,91000001,14:45:00,15:20:00,64
1404012523,53,91000001,15:20:00,16:00:00,20
1404012517,53,91000001,15:20:00,16:00:00,44
1404012517,25,91000001,16:00:00,16:40:00,64
1404012517,56,91000001,16:40:00,17:25:00,28
1404012515,56,91000001,16:40:00,17:25:00,36
1404012515,39,91000001,17:25:00,18:30:00,64
1404012515,60,91000001,06:20:00,06:55:00,42
1404012506,60,91000001,06:20:00,06:55:00,22
1404012506,45,91000001,06:55:00,07:35:00,64
1404012506,59,91000001,07:35:00,08:10:00,54
1404012510,59,91000001,07:35:00,08:10:00,10
1404012510,36,91000001,08:10:00,08:50:00,64
1404012510,5,91000001,08:50:00,09:45:00,64
1404012510,58,91000001,09:45:00,10:20:00,4
1404012518,58,91000001,09:45:00,10:20:00,56
1404012618,79,91000001,06:20:00,06:55:00,64
1404012618,12,91000001,06:55:00,07:30:00,18
1404012604,12,91000001,06:55:00,07:30:00,46
1404012604,15,91000001,07:30:00,08:10:00,64
1404012604,16,91000001,08:10:00,08:45:00,32
1404012614,16,91000001,08:10:00,08:45:00,32
1404012614,1,91000001,08:45:00,09:50:00,64
1404012614,3,91000001,09:50:00,10:35:00,44
1404012630,3,91000001,09:50:00,10:35:00,20
1404012630,74,91000001,10:35:00,11:10:00,64
1404012630,44,91000001,11:10:00,11:45:00,56
1404012612,44,91000001,11:10:00,11:45:00,8
1404012612,43,91000001,11:45:00,12:30:00,64
1404012612,57,91000001,12:30:00,13:10:00,64
1404012724,11,91000001,06:20:00,06:55:00,64
1404012724,80,91000001,06:55:00,07:30:00,64
1404012701,30,91000001,07:30:00,08:05:00,64
1404012701,72,91000001,08:05:00,08:45:00,64
1404012701,61,91000001,08:45:00,09:50:00,6
1404012720,61,91000001,08:45:00,09:50:00,58
1404012720,67,91000001,09:50:00,10:25:00,60
1404012720,64,91000001,10:25:00,11:10:00,14
1404012705,64,91000001,10:25:00,11:10:00,50
1404012705,38,91000001,11:10:00,11:50:00,64
1404012705,35,91000001,11:50:00,12:25:00,25
1404012732,35,91000001,11:50:00,12:25:00,44
1404012732,28,91000001,12:25:00,13:00:00,62
1404012732,9,91000001,13:00:00,13:35:00,22
1404012726,9,91000001,13:00:00,13:35:00,42
1404012726,46,91000001,14:10:00,14:55:00,64
1404012726,75,91000001,14:55:00,15:30:00,30
1404012816,75,91000001,14:55:00,15:30:00,34
1404012816,42,91000001,15:30:00,16:05:00,64
1404012816,14,91000001,16:05:00,16:40:00,36
1404012813,14,91000001,16:05:00,16:40:00,28
1404012813,29,91000001,16:40:00,17:15:00,64
1404012813,2,91000001,17:15:00,17:50:00,46
1404012802,2,91000001,17:15:00,17:50:00,18
1404012802,52,91000001,17:50:00,18:35:00,62
1404012802,26,91000001,18:35:00,19:45:00,58
1404013007,26,91000001,18:35:00,19:45:00,6
1404013007,40,91000001,19:45:00,20:20:00,64
1404013007,23,91000001,20:20:00,20:55:00,64
1404013007,49,91000001,20:55:00,21:35:00,6
1404013031,49,91000001,20:55:00,21:35:00,32
1404013031,49,91000001,06:15:00,06:30:00,26
1404013031,54,91000001,06:30:00,07:10:00,64
1404013031,50,91000001,07:10:00,07:45:00,14
1404013019,50,91000001,07:10:00,07:45:00,50
1404013019,32,91000001,07:45:00,08:25:00,64
1404013019,66,91000001,08:25:00,09:35:00,22
1404013027,66,91000001,08:25:00,09:35:00,42
1404013027,10,91000001,09:35:00,10:10:00,64
1404013027,47,91000001,10:10:00,10:45:00,32
1404013011,47,91000001,10:10:00,10:45:00,32
1404013011,31,91000001,10:45:00,11:45:00,64
1404013011,17,91000001,11:25:00,12:00:00,38
1404013029,17,91000001,11:25:00,12:00:00,26
1404013029,71,91000001,12:00:00,12:35:00,64
1404013029,41,91000001,12:35:00,13:15:00,46
1404013003,41,91000001,12:35:00,13:15:00,16
1404013008,7,92000001,14:20:00,15:00:00,820
1404013008,19,92000001,15:00:00,15:50:00,820
1404013008,65,92000001,15:50:00,18:20:00,820
1404013008,27,92000001,18:20:00,18:45:00,225
1404013003,27,91000001,06:15:00,06:40:00,44
1404013003,70,91000001,06:40:00,07:20:00,64
1404013003,8,91000001,07:20:00,08:00:00,12
1404013023,8,91000001,07:20:00,08:00:00,52
1404013023,13,91000001,08:00:00,08:35:00,64
1404013023,73,91000001,08:35:00,09:35:00,24
1404013117,73,91000001,08:35:00,09:35:00,40
1404013117,20,91000001,09:35:00,10:10:00,64
1404013117,55,91000001,10:10:00,10:45:00,34
1404013121,55,91000001,10:10:00,10:45:00,30
1404013121,68,91000001,10:45:00,11:20:00,64
1404013121,51,91000001,11:20:00,11:55:00,46
1404013115,51,91000001,11:20:00,11:55:00,18
1404013115,34,91000001,11:55:00,12:30:00,64
1404013115,78,91000001,06:15:00,07:00:00,46
1404013106,78,91000001,06:15:00,07:00:00,18
1404013106,77,91000001,07:00:00,07:35:00,64
1404013106,18,91000001,07:35:00,08:10:00,54
1404013125,18,91000001,07:35:00,08:10:00,10
1404013125,63,91000001,08:10:00,08:45:00,62
1404013125,21,91000001,08:45:00,09:40:00,64
1404020128,76,91000001,09:40:00,10:15:00,64
1404020128,4,91000001,10:15:00,10:50:00,64
1404020128,37,91000001,10:50:00,11:25:00,14
1404020110,37,91000001,10:50:00,11:25:00,50
1404020110,24,91000001,11:25:00,12:00:00,64
1404020110,6,91000001,12:00:00,12:40:00,28
1404020118,6,91000001,12:00:00,12:40:00,33
1404020118,39,91000001,06:15:00,07:00:00,64
1404020118,45,91000001,07:10:00,07:45:00,32
1404020104,45,91000001,07:10:00,07:45:00,32
1404020104,60,91000001,07:45:00,08:20:00,64
1404020104,59,91000001,08:20:00,10:00:00,42
1404020112,59,91000001,08:20:00,10:00:00,22
1404020112,5,91000001,10:00:00,10:45:00,64
1404020212,58,91000001,06:20:00,07:10:00,54
1404020230,58,91000001,06:20:00,07:10:00,10
1404020230,69,91000001,07:10:00,07:45:00,64
1404020230,53,91000001,07:45:00,08:20:00,64
1404020214,25,91000001,08:20:00,09:25:00,64
1404020214,56,91000001,09:25:00,10:00:00,64
1404020214,36,91000001,10:00:00,10:50:00,16
1404020224,36,91000001,10:00:00,10:50:00,48
1404020224,66,91000001,10:50:00,11:25:00,64
1404020224,40,91000001,11:25:00,12:05:00,30
1404020201,40,91000001,11:25:00,12:05:00,34
1404020201,32,91000001,12:05:00,12:45:00,64
1404020201,23,91000001,12:45:00,13:20:00,40
1404020220,23,91000001,12:45:00,13:20:00,24
1404020220,50,91000001,13:20:00,14:40:00,64
1404020220,54,91000001,14:40:00,15:15:00,54
1404020305,54,91000001,14:40:00,15:15:00,10
1404020305,49,91000001,15:15:00,16:00:00,64
1404020305,26,91000001,16:00:00,16:35:00,64
1404020332,14,91000001,16:35:00,17:15:00,64
1404020332,46,91000001,17:15:00,17:55:00,64
1404020332,28,91000001,17:55:00,18:35:00,8
1404020326,28,91000001,17:55:00,18:35:00,56
1404020326,67,91000001,18:35:00,19:35:00,64
1404020326,52,91000001,19:35:00,20:10:00,26
1404020316,52,91000001,19:35:00,20:10:00,38
1404020316,35,91000001,20:10:00,20:45:00,64
1404020316,31,91000001,20:45:00,21:20:00,36
1404020313,31,91000001,20:45:00,21:20:00,28
1404020313,38,91000001,06:15:00,06:55:00,64
1404020313,71,91000001,06:55:00,07:30:00,46
1404020302,71,91000001,06:55:00,07:30:00,18
1404020302,41,91000001,07:30:00,08:10:00,64
1404020302,10,91000001,08:10:00,08:45:00,60
1404020307,10,91000001,08:10:00,08:45:00,4
1404020307,2,91000001,08:45:00,09:55:00,60
1404020307,47,91000001,09:55:00,10:30:00,60
1404020307,17,91000001,10:30:00,11:10:00,16
1404020331,17,91000001,10:30:00,11:10:00,48
1404020331,64,91000001,11:10:00,11:45:00,64
1404020331,72,91000001,11:45:00,12:20:00,28
1404020619,72,91000001,11:45:00,12:20:00,36
1404020619,61,91000001,12:20:00,12:55:00,62
1404020619,70,91000001,12:55:00,13:30:00,42
1404020611,70,91000001,12:55:00,13:30:00,20
1404020611,11,91000001,06:15:00,07:00:00,64
1404020611,3,91000001,07:00:00,07:35:00,38
1404020629,3,91000001,07:00:00,07:35:00,26
1404020629,20,91000001,07:35:00,08:10:00,64
1404020629,1,91000001,08:10:00,08:50:00,52
1404020608,1,91000001,08:10:00,08:50:00,12
1404020608,55,91000001,08:50:00,09:50:00,64
1404020608,27,91000001,09:50:00,10:30:00,60
1404020623,27,91000001,09:50:00,10:30:00,4
1404020623,7,91000001,10:30:00,11:10:00,64
1404020623,34,91000001,11:10:00,11:45:00,64
1404020623,73,91000001,11:45:00,12:15:00,4
1404020603,73,91000001,11:45:00,12:15:00,60
1404020603,65,91000001,12:15:00,12:55:00,64
1404020603,51,91000001,12:55:00,13:30:00,16
1404020617,51,91000001,12:55:00,13:30:00,38
1404020617,68,91000001,06:10:00,07:00:00,64
1404020617,8,91000001,07:00:00,07:40:00,38
1404020721,8,91000001,07:00:00,07:40:00,26
1404020721,13,91000001,07:40:00,08:25:00,64
1404020721,77,91000001,08:25:00,09:25:00,52
1404020725,77,91000001,08:25:00,09:25:00,10
1404020725,18,91000001,09:25:00,10:00:00,64
1404020725,63,91000001,10:00:00,10:35:00,64
1404020715,78,91000001,10:35:00,11:10:00,64
1404020715,9,91000001,11:10:00,11:50:00,64
1404020715,30,91000001,11:50:00,12:25:00,6
1404020710,30,91000001,11:50:00,12:25:00,58
1404020710,75,91000001,12:25:00,1900-01-13 00:00:00,64
1404020710,21,91000001,13:00:00,13:35:00,16
1404020706,21,91000001,1900-01-13 00:00:00,13:35:00,46
1404020706,42,91000001,06:15:00,07:00:00,28
1404020728,29,91000001,07:00:00,07:40:00,36
1404020728,80,91000001,07:40:00,08:15:00,64
1404020728,19,91000001,08:15:00,09:30:00,40
1404020804,19,91000001,08:15:00,09:30:00,24
1404020804,57,91000001,09:30:00,10:05:00,64
1404020804,44,91000001,10:05:00,10:40:00,42
1404020818,44,91000001,10:05:00,10:40:00,22
1404020818,43,91000001,10:40:00,11:20:00,64
1404020818,74,91000001,11:20:00,11:55:00,42
1404020809,74,91000001,11:20:00,11:55:00,22
1404020809,16,91000001,11:55:00,12:35:00,64
1404020809,79,91000001,12:35:00,13:10:00,52
1404020822,79,91000001,12:35:00,13:10:00,12
1404020822,12,91000001,13:10:00,14:05:00,64
1404020822,4,91000001,14:30:00,15:10:00,64
1404020812,76,91000001,15:10:00,15:50:00,64
1404020812,15,91000001,15:50:00,16:25:00,64
1404020812,24,91000001,16:25:00,17:00:00,4
1404020830,24,91000001,16:25:00,17:00:00,60
1404020830,6,91000001,17:00:00,17:35:00,64
1404020830,59,91000001,17:35:00,18:10:00,16
1404020914,59,91000001,17:35:00,18:10:00,48
1404020914,5,91000001,18:10:00,18:50:00,60
1404020914,53,91000001,06:15:00,06:50:00,32
1404020924,53,91000001,06:15:00,06:50:00,32
1404020924,31,91000001,06:50:00,07:35:00,64
1404020924,38,91000001,07:35:00,08:10:00,50
1404020901,38,91000001,07:35:00,08:10:00,14
1404020901,71,91000001,08:10:00,08:45:00,64
1404020901,2,91000001,08:45:00,09:45:00,42
1404020920,2,91000001,08:45:00,09:45:00,20
1404020920,47,91000001,09:45:00,10:20:00,64
1404020920,64,91000001,10:20:00,10:55:00,44
1404021005,64,91000001,10:20:00,10:55:00,18
1404021005,17,91000001,10:55:00,11:30:00,64
1404021005,10,91000001,11:30:00,12:05:00,54
1404021032,10,91000001,11:30:00,12:05:00,6
1404021032,11,91000001,12:05:00,13:20:00,64
1404021032,41,91000001,13:20:00,14:20:00,64
1404021026,66,91000001,14:10:00,14:45:00,64
1404021026,54,91000001,15:20:00,15:55:00,64
1404021026,3,91000001,15:55:00,16:30:00,8
1404021016,3,91000001,15:55:00,16:30:00,56
1404021016,49,91000001,16:30:00,17:10:00,64
1404021007,7,91000001,17:10:00,17:50:00,60
1404021007,46,91000001,17:50:00,18:30:00,62
1404021019,46,91000001,06:15:00,06:55:00,64
1404021019,34,91000001,06:55:00,07:30:00,64
1404021019,70,91000001,07:30:00,08:05:00,16
1404021011,70,91000001,07:30:00,08:05:00,50
1404021011,20,91000001,08:05:00,08:40:00,64
1404021011,1,91000001,08:40:00,09:50:00,8
1404021031,1,91000001,08:40:00,09:50:00,56
1404021031,55,91000001,09:50:00,10:25:00,64
1404021031,65,91000001,10:25:00,1900-01-11 00:00:00,22
1404021013,65,91000001,10:25:00,11:00:00,44
1404021013,73,91000001,11:00:00,11:35:00,64
1404021013,28,91000001,11:35:00,12:10:00,34
1404021029,28,91000001,11:35:00,12:10:00,30
1404021029,51,91000001,12:10:00,12:45:00,64
1404021029,52,91000001,12:45:00,14:00:00,48
1404021003,52,91000001,12:45:00,14:00:00,16
1404021327,35,92000001,14:25:00,15:45:00,820
1404021327,13,92000001,15:45:00,18:15:00,820
1404021327,78,92000001,18:15:00,19:20:00,240
1404021303,78,91000001,06:20:00,06:55:00,44
1404021303,63,91000001,06:50:00,07:30:00,64
1404021303,67,91000001,07:30:00,08:10:00,10
1404021308,67,91000001,07:30:00,08:10:00,54
1404021308,57,91000001,08:10:00,08:45:00,64
1404021308,44,91000001,08:45:00,09:45:00,20
1404021317,44,91000001,08:45:00,09:45:00,44
1404021317,21,91000001,09:45:00,10:20:00,64
1404021317,80,91000001,10:20:00,11:00:00,30
1404021302,80,91000001,10:20:00,10:55:00,32
1404021302,19,91000001,10:55:00,11:30:00,64
1404021302,29,91000001,11:30:00,12:05:00,44
1404021321,29,91000001,11:30:00,12:05:00,20
1404021321,42,91000001,12:05:00,12:40:00,64
1404021321,14,91000001,12:40:00,13:25:00,54
1404021325,14,91000001,12:40:00,13:25:00,6
1404021325,75,91000001,06:15:00,07:05:00,64
1404021325,26,91000001,07:05:00,07:40:00,64
1404021325,5,91000001,07:40:00,08:15:00,6
1404021315,5,91000001,07:40:00,08:15:00,58
1404021315,9,91000001,08:15:00,08:50:00,64
1404021315,30,91000001,08:50:00,10:00:00,18
1404021310,30,91000001,08:50:00,10:00:00,46
1404021310,23,91000001,10:00:00,10:40:00,64
1404021310,43,91000001,10:40:00,11:25:00,32
1404021423,43,91000001,10:40:00,11:25:00,32
1404021423,34,91000001,11:25:00,12:00:00,64
1404021423,72,91000001,12:00:00,12:50:00,44
1404021406,72,91000001,12:00:00,12:50:00,20
1404021406,61,91000001,12:50:00,13:30:00,62
1404021406,68,91000001,06:20:00,07:10:00,54
1404021428,68,91000001,06:20:00,07:10:00,10
1404021428,8,91000001,07:10:00,07:55:00,64
1404021428,77,91000001,07:55:00,08:35:00,64
1404021428,18,91000001,08:35:00,09:35:00,6
1404021404,18,91000001,08:35:00,09:35:00,58
1404021404,74,91000001,09:35:00,10:15:00,64
1404021404,40,91000001,10:15:00,10:50:00,20
1404021418,40,91000001,10:15:00,10:50:00,44
1404021418,25,91000001,10:50:00,11:25:00,64
1404021418,56,91000001,11:25:00,12:05:00,34
1404021509,56,91000001,11:25:00,12:05:00,30
1404021509,58,91000001,12:05:00,12:40:00,64
1404021509,69,91000001,12:40:00,14:10:00,36
1404021522,69,91000001,12:40:00,14:10:00,28
1404021522,60,91000001,14:20:00,14:55:00,64
1404021522,45,91000001,14:55:00,15:30:00,44
1404021512,45,91000001,14:55:00,15:30:00,16
1404021512,4,91000001,15:30:00,16:05:00,64
1404021512,12,91000001,16:05:00,16:40:00,64
1404021530,79,91000001,16:40:00,17:15:00,64
1404021530,16,91000001,17:15:00,17:50:00,64
1404021530,37,91000001,17:50:00,18:25:00,16
1404021514,37,91000001,17:50:00,18:25:00,48
1404021514,59,91000001,18:25:00,19:25:00,64
1404021514,32,91000001,19:25:00,20:05:00,30
1404021624,32,91000001,19:25:00,20:05:00,32
