date_jalali,shift,supervisorID,OperatorCode_FK,personnel_count,chamber_no,productName,fingers_count,columns_count,dryer_waste,ID
1404/2/14,1,2,10,3,18,91000000,8,,107,1404021418
1404/2/15,1,2,10,3,9,91000000,8,,224,1404021509
1404/2/15,2,1,11,3,22,91000000,8,,134,1404021522
1404/2/15,2,1,11,3,12,91000000,8,,29,1404021512
1404/2/15,2,1,11,3,30,91000000,8,,46,1404021530
1404/2/15,2,1,11,3,14,91000000,8,,103,1404021514
1404/2/16,2,1,11,3,24,91000000,8,,138,1404021624
1404/2/16,2,1,11,3,1,91000000,1,,29,1404021601
1404/2/16,1,1,10,3,1,91000000,7,,105,1404021601
1404/2/16,1,1,10,3,20,91000000,8,,160,1404021620
1404/2/16,1,1,10,3,5,91000000,8,,156,1404021605
1404/2/17,1,1,10,3,32,91000000,8,,152,1404021732
1404/2/17,1,1,10,3,26,91000000,8,,196,1404021726
1404/2/17,2,1,10,3,16,91000000,8,,105,1404021716
1404/2/17,2,2,10,3,7,91000000,8,,37,1404021707
1404/2/17,2,2,10,3,19,91000000,8,,30,1404021719
1404/2/17,2,2,10,3,13,91000000,8,,145,1404021713
1404/2/18,2,2,10,3,11,91000000,5,2,123,1404021811
1404/2/18,1,1,11,3,11,91000000,1,1,2,1404021811
1404/2/18,1,1,11,3,29,91000000,8,,277,1404021829
1404/2/20,1,1,11,3,3,91000000,8,,156,1404022003
1404/2/20,1,1,11,3,8,91000000,8,,11,1404022008
1404/2/20,1,1,11,3,27,91000000,8,,138,1404022027
1404/2/20,1,1,11,3,17,91000000,7,1,88,1404022017
1404/2/20,1,1,11,3,2,91000000,8,,131,1404022002
1404/2/20,1,1,11,3,21,91000000,8,,179,1404022021
1404/2/21,1,1,11,3,15,91000000,8,,98,1404022115
1404/2/21,1,1,11,3,25,91000000,6,,186,1404022125
1404/2/21,1,1,11,3,10,91000000,7,,22,1404022110
1404/2/21,1,2,10,3,23,91000000,8,,21,1404022123
1404/2/21,1,2,10,3,6,91000000,8,,140,1404022106
1404/2/21,1,2,10,3,28,91000000,8,,159,1404022128
1404/2/22,1,2,10,3,4,91000000,8,,124,1404022204
1404/2/22,1,2,10,3,18,91000000,4,1,68,1404022218
1404/2/22,1,2,10,3,18,91000000,3,2,62,1404022218
1404/2/23,1,2,10,3,9,91000000,8,,119,1404022309
1404/2/23,1,2,10,3,22,91000000,8,,132,1404022322
1404/2/23,1,2,10,3,12,91000000,8,,162,1404022312
1404/2/23,1,2,10,3,30,91000000,8,,174,1404022330
1404/2/23,1,2,10,3,14,91000000,1,2,35,1404022314
1404/2/24,1,2,10,3,14,91000000,6,1,147,1404022414
14042/24,1,2,10,3,24,91000000,8,,134,14042424
14042/24,1,2,10,3,1,91000000,4,1,63,14042401
14042/24,1,2,10,3,1,91000000,3,2,55,14042401
14042/24,1,2,10,3,20,91000000,8,,166,14042420
1404/2/25,1,2,10,3,5,91000000,8,,128,1404022505
1404/2/25,1,2,10,3,32,91000000,8,,157,1404022532
1404/2/25,1,2,10,3,16,91000000,8,,230,1404022516
1404/2/25,1,2,10,3,7,91000000,2,,35,1404022507
1404/2/25,1,2,10,3,7,91000000,6,,93,1404022507
1404/2/25,1,2,10,3,19,91000000,8,,145,1404022519
1404/2/27,1,2,10,3,13,91000000,8,,133,1404022713
1404/2/27,1,2,10,3,11,91000000,7,,118,1404022711
1404/2/27,1,2,10,3,29,91000000,8,,132,1404022729
1404/2/27,1,2,10,3,3,91000000,4,1,66,1404022703
1404/2/27,1,2,10,3,31,92000000,8,,830,1404022731
1404/2/27,1,2,10,3,3,91000000,3,2,73,1404022703
1404/2/28,1,2,10,3,27,91000000,1,,18,1404022827
1404/2/28,1,2,10,3,27,91000000,7,,121,1404022827
1404/2/28,1,2,10,3,8,91000000,8,,280,1404022808
1404/2/28,1,2,10,3,17,91000000,8,,146,1404022817
1404/2/28,1,2,10,3,21,91000000,7,,186,1404022821
1404/2/28,1,2,10,3,15,91000000,4,1,71,1404022815
1404/2/29,1,2,10,3,15,91000000,3,2,75,1404022915
1404/2/29,1,2,10,3,2,91000000,8,,153,1404022902
1404/2/29,1,2,10,3,25,91000000,8,,44,1404022925
1404/2/30,1,2,10,3,10,91000000,8,,144,1404023010
1404/2/30,1,2,10,3,23,91000000,5,2,40,1404023023
1404/2/30,1,2,10,3,23,91000000,2,1,110,1404023023
1404/2/30,1,2,10,3,6,91000000,8,,71,1404023006
1404/2/30,1,2,10,3,28,91000000,8,,161,1404023028
1404/2/31,1,2,10,3,4,91000000,8,,149,1404023104
1404/2/31,1,2,10,3,18,91000000,8,,131,1404023118
1404/2/31,1,2,10,3,9,91000000,2,1,20,1404023109
1404/2/31,1,1,11,3,9,91000000,5,1,28,1404023109
1404/2/31,1,1,11,3,22,91000000,8,,198,1404023122
1404/2/31,1,1,11,3,12,91000000,8,,100,1404023112
1404/3/1,1,1,11,3,30,91000000,8,,268,1404030130
1404/3/1,1,1,11,3,26,91000000,8,,184,1404030126
1404/3/1,1,1,11,3,14,91000000,3,,48,1404030114
1404/3/1,1,1,11,3,14,91000000,5,,75,1404030114
1404/3/1,1,1,11,3,1,91000000,8,,152,1404030101
1404/3/3,1,1,11,3,20,91000000,8,,206,1404030320
1404/3/3,1,1,11,3,5,91000000,8,,140,1404030305
1404/3/3,1,1,11,3,16,91000000,8,,307,1404030316
1404/3/3,1,1,11,3,24,91000000,,1,2,1404030324
1404/3/3,1,1,11,3,24,91000000,7,2,120,1404030324
1404/3/3,1,1,11,3,29,92000000,8,,430,1404030329
1404/3/4,1,1,11,3,32,91000000,2,1,104,1404030432
1404/3/4,1,1,11,3,32,91000000,5,2,2,1404030432
1404/3/4,1,1,11,3,7,91000000,8,,150,1404030407
1404/3/4,1,1,11,3,13,91000000,8,,209,1404030413
1404/3/4,1,1,11,3,11,91000000,7,,121,1404030411
1404/3/5,1,1,11,3,19,91000000,4,1,101,1404030519
1404/3/5,1,1,11,3,19,91000000,2,2,89,1404030519
1404/3/5,1,1,11,3,3,91000000,8,,101,1404030503
1404/3/5,1,1,11,3,31,91000000,8,,201,1404030531
1404/3/5,1,1,11,3,27,91000000,8,,186,1404030527
1404/3/5,1,1,11,3,8,91000000,8,,146,1404030508
1404/3/5,1,1,11,3,17,91000000,2,2,90,1404030517
1404/3/5,1,1,11,3,17,91000000,5,1,74,1404030517
1404/3/5,1,1,11,3,21,91000000,8,,151,1404030521
1404/3/5,1,1,11,3,2,91000000,8,,150,1404030502
1404/3/5,1,1,11,3,25,91000000,8,,172,1404030525
1404/3/6,1,1,11,3,15,91000000,8,,155,1404030615
1404/3/6,1,2,11,3,10,91000000,8,,152,1404030610
1404/3/6,1,2,11,3,23,91000000,7,,173,1404030623
1404/3/6,1,2,11,3,6,91000000,8,,155,1404030606
1404/3/6,1,2,11,3,28,91000000,8,,37,1404030628
1404/3/6,1,2,11,3,4,91000000,8,,108,1404030604
1404/3/6,1,2,11,3,18,91000000,2,,89,1404030618
1404/3/6,1,2,11,3,18,91000000,6,,50,1404030618
1404/3/6,1,2,11,3,9,91000000,8,,52,1404030609
1404/3/7,1,2,11,3,22,91000000,8,,260,1404030722
1404/3/7,1,2,11,3,12,91000000,8,,108,1404030712
1404/3/7,1,2,11,3,30,91000000,6,2,82,1404030730
1404/3/7,1,2,11,3,30,91000000,1,1,47,1404030730
1404/3/7,1,2,11,3,26,91000000,8,,16,1404030726
1404/3/8,1,2,11,3,14,91000000,7,,36,1404030814
1404/3/8,1,2,11,3,20,91000000,8,,236,1404030820
1404/3/8,1,2,11,3,29,91000000,8,,108,1404030829
1404/3/8,1,2,11,3,16,91000000,8,,149,1404030816
1404/3/8,1,2,11,3,7,91000000,8,,136,1404030807
1404/3/10,2,1,11,3,13,91000000,8,,133,1404031013
1404/3/10,2,1,11,3,11,91000000,7,,146,1404031011
1404/3/10,2,1,140,3,19,91000000,7,,145,1404031019
1404/3/10,2,1,11,3,3,91000000,4,2,117,1404031003
1404/3/10,1,2,11,3,3,91000000,3,1,73,1404031003
1404/3/11,1,2,11,3,27,91000000,8,,139,1404031127
1404/3/11,1,2,11,3,31,91000000,8,,209,1404031131
1404/3/11,1,2,11,3,8,91000000,8,,64,1404031108
1404/3/11,1,2,11,3,2,91000000,8,,142,1404031102
1404/3/11,1,2,11,3,17,91000000,8,,127,1404031117
1404/3/11,2,1,11,3,21,91000000,8,,75,1404031121
1404/3/12,2,1,11,3,25,91000000,8,,229,1404031225
1404/3/12,2,1,11,3,10,91000000,8,,217,1404031210
1404/3/12,1,2,11,3,6,91000000,8,,133,1404031206
1404/3/12,1,2,11,3,28,91000000,8,,127,1404031228
1404/3/12,1,2,11,3,23,91000000,8,,177,1404031223
1404/3/13,1,2,11,3,4,91000000,8,,170,1404031304
1404/3/13,1,2,11,3,18,91000000,5,2,55,1404031318
1404/3/13,1,2,11,3,5,92000000,8,,739,1404031305
1404/3/13,1,2,11,3,18,91000000,2,1,55,1404031318
1404/3/13,1,2,11,3,9,91000000,8,,138,1404031309
1404/3/17,1,2,11,3,12,91000000,8,,148,1404031712
1404/3/17,1,2,11,3,22,91000000,8,,120,1404031722
1404/3/17,1,1,11,3,15,91000000,8,,215,1404031715
1404/3/17,1,1,11,3,32,91000000,8,,189,1404031732
1404/3/17,1,1,11,3,24,91000000,8,,221,1404031724
1404/3/18,1,1,11,3,1,91000000,8,,101,1404031801
1404/3/18,1,1,11,3,30,91000000,6,2,154,1404031830
1404/3/18,1,1,11,3,30,91000000,1,1,16,1404031830
1404/3/18,1,1,11,3,26,91000000,8,,183,1404031826
1404/3/18,1,1,11,3,20,91000000,8,,155,1404031820
1404/3/19,1,1,11,3,29,91000000,8,,182,1404031929
1404/3/19,1,1,11,3,14,91000000,8,,143,1404031914
1404/3/19,1,1,11,3,7,91000000,4,2,99,1404031907
1404/3/19,1,1,11,3,7,91000000,3,1,71,1404031907
1404/3/19,1,1,11,3,13,91000000,8,,144,1404031913
1404/3/19,1,1,11,3,11,91000000,8,,300,1404031911
1404/3/19,1,1,11,3,19,91000000,8,,124,1404031919
1404/3/19,1,1,11,3,3,91000000,7,1,151,1404031903
1404/3/19,1,1,11,3,27,91000000,8,,142,1404031927
1404/3/19,1,1,11,3,31,91000000,8,,180,1404031931
1404/3/19,1,1,11,3,8,91000000,8,,178,1404031908
1404/3/21,1,1,11,3,2,91000000,8,,35,1404032102
1404/3/21,1,1,11,3,17,91000000,5,,79,1404032117
1404/3/21,1,2,11,3,17,91000000,3,,45,1404032117
1404/3/21,1,2,11,3,21,91000000,8,,141,1404032121
1404/3/21,1,2,11,3,16,91000000,8,,147,1404032116
1404/3/21,1,2,11,3,25,91000000,8,,182,1404032125
1404/3/22,1,2,11,3,10,91000000,6,1,111,1404032210
1404/3/22,1,2,11,3,26,92000000,8,,990,1404032226
1404/3/22,1,2,11,3,10,91000000,1,2,35,1404032210
1404/3/22,1,2,11,3,6,91000000,8,,245,1404032206
1404/3/22,1,2,11,3,23,91000000,8,,185,1404032223
1404/3/22,1,2,11,3,28,91000000,6,2,98,1404032228
1404/3/25,1,2,11,3,28,91000000,1,1,35,1404032528
1404/3/25,1,2,11,3,18,91000000,8,,132,1404032518
1404/3/25,1,2,11,3,9,91000000,8,,142,1404032509
1404/3/25,1,2,11,3,12,91000000,8,,185,1404032512
1404/3/25,1,2,11,3,5,91000000,8,,160,1404032505
1404/3/25,1,2,11,3,22,91000000,8,,157,1404032522
1404/3/26,2,1,11,3,15,91000000,8,,149,1404032615
1404/3/26,2,1,11,3,32,91000000,8,,174,1404032632
1404/3/26,2,1,11,3,1,91000000,8,,178,1404032601
1404/3/26,2,1,11,3,24,91000000,8,,161,1404032624
1404/3/26,2,1,11,3,30,91000000,3,2,80,1404032630
1404/3/27,1,2,11,3,30,91000000,4,1,113,1404032730
1404/3/27,1,2,11,3,4,91000000,8,,181,1404032704
1404/3/27,1,2,11,3,20,91000000,8,,152,1404032720
1404/3/27,1,2,11,3,29,91000000,8,,154,1404032729
1404/3/27,1,2,11,3,14,91000000,8,,146,1404032714
1404/3/28,1,2,11,3,7,91000000,2,2,44,1404032807
1404/3/28,1,2,11,3,7,91000000,5,1,111,1404032807
1404/3/28,1,2,11,3,13,91000000,8,,146,1404032813
1404/3/28,1,2,11,3,19,91000000,8,,149,1404032819
1404/3/28,1,2,11,3,11,91000000,7,,134,1404032811
1404/3/29,1,2,11,3,3,91000000,8,,157,1404032903
1404/3/29,1,2,11,3,27,91000000,2,,41,1404032927
1404/3/29,1,1,11,3,27,91000000,6,,136,1404032927
1404/3/29,1,1,11,3,31,91000000,8,,255,1404032931
1404/3/29,1,1,11,3,2,91000000,8,,179,1404032902
1404/3/31,1,1,11,3,25,91000000,8,,143,1404033125
1404/3/31,1,1,11,3,16,91000000,8,,131,1404033116
1404/3/31,1,1,11,3,21,91000000,,2,2,1404033121
1404/3/31,1,1,11,3,21,91000000,7,1,192,1404033121
1404/3/31,1,1,11,3,6,91000000,8,,240,1404033106
1404/4/1,1,1,11,3,26,91000000,8,,204,1404040126
1404/4/1,1,1,11,3,23,91000000,8,,137,1404040123
1404/4/1,1,1,11,3,18,91000000,4,1,191,1404040118
1404/4/1,1,1,11,3,18,91000000,3,2,72,1404040118
1404/4/1,1,1,11,3,28,91000000,8,,216,1404040128
1404/4/1,1,1,11,3,9,91000000,8,,171,1404040109
1404/4/2,1,1,11,3,12,91000000,8,,244,1404040212
1404/4/2,1,1,11,3,5,91000000,2,1,65,1404040205
1404/4/2,1,1,11,3,5,91000000,5,2,143,1404040205
1404/4/2,1,1,11,3,22,91000000,8,,145,1404040222
1404/4/2,1,1,11,3,15,91000000,8,,182,1404040215
1404/4/3,1,1,11,3,1,91000000,8,,164,1404040301
1404/4/3,1,1,11,3,17,91000000,1,2,13,1404040317
1404/4/3,1,1,11,3,17,91000000,6,1,114,1404040317
1404/4/3,1,1,11,3,24,91000000,8,,136,1404040324
1404/4/3,1,1,11,3,30,91000000,8,,124,1404040330
1404/4/4,1,1,11,3,4,91000000,8,,144,1404040404
1404/4/4,1,1,11,3,20,91000000,3,1,53,1404040420
1404/4/4,1,2,11,3,20,91000000,4,2,99,1404040420
1404/4/4,1,2,11,3,14,91000000,8,,163,1404040414
1404/4/4,1,2,11,3,2,91000000,8,,159,1404040402
1404/4/5,1,2,11,3,29,91000000,8,,62,1404040529
1404/4/5,1,2,11,3,7,91000000,4,2,92,1404040507
1404/4/5,1,2,11,3,7,91000000,3,1,83,1404040507
1404/4/5,1,2,11,3,11,91000000,7,,100,1404040511
1404/4/5,1,2,11,3,31,91000000,8,,175,1404040531
1404/4/7,1,2,11,3,19,91000000,8,,333,1404040719
1404/4/7,1,2,11,3,13,91000000,7,,232,1404040713
1404/4/7,1,2,11,3,3,91000000,1,1,3,1404040703
1404/4/7,1,2,11,3,10,92000000,8,,605,1404040710
1404/4/7,1,2,11,3,3,91000000,6,2,170,1404040703
1404/4/7,1,2,11,3,25,91000000,8,,173,1404040725
1404/4/8,1,2,11,3,16,91000000,8,,127,1404040816
1404/4/8,1,2,11,3,21,91000000,,1,20,1404040821
1404/4/8,1,2,11,3,21,91000000,7,2,233,1404040821
