date_jalali,OperatorCode_FK,PushingTime_min,IncomingCarID,productName,GlazeType,temp_exhaust,temp_preheat01,temp_preheat02,temp_termostat,temp_Zone00,temp_Zone01,temp_Zone02,temp_Zone03,temp_Zone04,temp_Zone05,temp_Zone06,temp_Zone07,temp_rapid01,temp_Rapid02,temp_bottomA,temp_bottom01,temp_bottomB,temp_bottom02
1404.01.07,8,15:30:00,49,90000001,91000001,190,409,537,746,820,925,950,950,935,882,840,782,606,578,560,510,392,338
1404.01.07,8,17:40:00,34,90000001,91000001,190,410,532,749,820,925,950,950,935,882,841,781,606,576,560,511,387,338
1404.01.07,8,19:50:00,47,90000001,91000001,190,408,537,756,820,925,950,950,935,882,841,784,606,575,558,511,390,337
1404.01.07,5,22:00:00,20,90000001,91000001,190,407,540,758,820,925,950,950,935,882,841,785,604,575,558,512,392,338
1404.01.08,5,0:10:00,55,90000001,91000001,190,403,546,755,820,925,950,950,935,884,840,787,605,571,559,514,393,343
1404.01.08,5,2:20:00,66,90000001,91000001,190,405,545,757,820,925,950,950,935,883,841,786,605,573,558,513,391,340
1404.01.08,5,4:30:00,73,90000001,91000001,190,408,548,756,820,925,950,950,935,885,839,790,603,571,554,516,395,340
1404.01.08,4,6:40:00,8,90000001,91000001,190,402,544,754,820,925,950,950,935,883,841,793,605,572,552,515,394,359
1404.01.08,4,8:50:00,51,90000001,91000001,190,403,544,755,820,925,950,950,935,884,841,792,605,571,552,515,394,345
1404.01.08,4,11:00:00,25,90000001,91000001,190,404,545,755,820,925,950,950,935,884,841,791,605,571,552,515,393,345
1404.01.08,4,13:10:00,53,90000001,91000001,190,405,546,763,820,925,950,950,935,885,841,792,606,571,551,515,393,345
1404.01.08,8,15:20:00,69,90000001,91000001,190,400,529,753,820,925,950,950,935,878,840,779,604,572,557,514,398,344
1404.01.08,8,17:30:00,70,90000001,91000001,190,401,527,753,820,925,950,950,935,883,840,779,605,571,556,515,397,346
1404.01.08,8,19:40:00,31,90000001,91000001,190,400,528,754,820,925,950,950,935,883,840,781,606,571,555,515,396,346
1404.01.08,8,21:50:00,71,90000001,91000001,190,400,530,750,820,925,950,940,935,883,840,777,606,572,555,515,396,345
1404.01.08,5,0:00:00,10,90000001,91000001,190,399,533,753,820,925,950,941,935,882,840,780,607,573,556,515,398,346
1404.01.09,5,2:10:00,68,90000001,91000001,190,397,535,763,820,925,950,943,935,885,841,787,605,573,558,516,402,352
1404.01.09,5,4:20:00,63,90000001,91000001,190,397,533,756,820,925,950,942,935,881,841,788,602,571,558,517,403,353
1404.01.09,4,6:30:00,27,90000001,91000001,190,397,531,755,820,925,950,942,935,881,841,789,603,571,557,517,404,353
1404.01.09,4,8:40:00,62,90000001,91000001,190,398,530,755,820,925,950,942,935,882,840,793,605,571,558,517,404,354
1404.01.09,4,10:50:00,39,90000001,91000001,190,399,531,751,820,925,950,942,935,881,840,793,605,572,558,518,404,353
1404.01.09,4,13:00:00,60,90000001,91000001,190,399,532,745,820,925,950,941,935,886,840,794,606,572,557,518,404,353
1404.01.09,5,15:10:00,6,90000001,91000001,190,394,515,743,820,925,950,940,935,882,839,780,606,573,557,515,403,352
1404.01.09,5,17:20:00,19,90000001,91000001,190,398,528,736,820,920,950,942,935,880,839,774,602,574,557,518,403,353
1404.01.09,5,19:30:00,33,90000001,91000001,190,397,522,738,820,925,950,942,935,881,840,788,602,568,556,517,399,354
1404.01.09,5,21:40:00,7,90000001,91000001,190,394,535,739,820,925,950,942,935,877,840,787,603,569,557,518,402,355
1404.01.09,8,23:50:00,13,90000001,91000001,190,396,523,740,820,925,950,942,935,884,838,780,603,570,553,519,407,358
1404.01.10,8,2:00:00,78,90000001,91000001,190,396,524,740,820,925,950,942,935,880,840,780,603,570,554,518,406,356
1404.01.10,8,4:10:00,65,90000001,91000001,190,400,519,745,820,925,950,942,935,875,842,783,603,570,553,515,406,361
1404.01.10,4,6:20:00,21,90000001,91000001,190,392,524,746,820,925,950,942,935,877,841,783,603,572,553,515,403,363
1404.01.10,4,8:30:00,5,90000001,91000001,190,390,522,738,820,925,950,942,935,880,838,781,606,571,553,513,405,360
1404.01.10,4,10:40:00,79,90000001,91000001,190,394,519,739,820,925,950,942,935,880,838,780,606,572,553,514,404,361
1404.01.10,4,12:50:00,30,90000001,91000001,190,395,520,738,820,925,950,942,935,881,838,781,605,572,553,514,404,361
1404.01.10,5,15:00:00,3,90000001,91000001,190,394,513,739,820,925,950,942,935,877,838,774,604,571,555,514,401,355
1404.01.10,5,17:10:00,74,90000001,91000001,190,393,514,731,820,925,950,941,935,879,838,770,604,572,556,515,402,354
1404.01.10,5,19:20:00,14,90000001,91000001,190,394,522,738,820,925,950,940,935,880,838,778,604,573,556,517,404,354
1404.01.10,5,21:30:00,,90000001,91000001,190,397,525,747,820,925,950,942,935,883,839,777,602,569,558,518,405,351
1404.01.10,8,23:40:00,75,90000001,91000001,190,401,523,750,820,925,950,942,935,882,840,780,604,571,555,518,405,359
1404.01.11,8,1:50:00,77,90000001,91000001,190,400,523,751,820,925,950,942,935,882,840,780,604,571,555,518,405,359
1404.01.11,8,4:00:00,18,90000001,91000001,190,400,522,750,820,925,950,942,935,880,840,782,605,572,554,516,404,360
1404.01.11,4,6:10:00,26,90000001,91000001,190,400,522,751,820,925,950,942,935,880,840,781,605,572,554,515,403,357
1404.01.11,4,8:20:00,50,90000001,91000001,190,400,524,756,820,925,950,938,935,880,840,770,605,572,554,512,404,355
1404.01.11,4,10:30:00,41,90000001,91000001,190,402,518,748,820,925,950,940,935,874,838,766,605,572,554,512,403,356
1404.01.11,4,12:40:00,12,90000001,91000001,190,404,514,742,820,925,950,940,935,874,838,765,605,572,555,515,403,356
1404.01.11,5,14:50:00,67,90000001,91000001,190,399,510,733,820,925,950,941,935,878,837,761,603,572,555,516,402,357
1404.01.11,5,17:00:00,37,90000001,91000001,190,398,514,733,820,925,950,940,935,877,840,766,603,570,556,516,404,359
1404.01.11,5,19:10:00,15,90000001,91000001,190,399,517,735,820,925,950,941,935,879,836,770,604,571,555,516,406,356
1404.01.11,5,21:20:00,76,90000001,91000001,190,405,514,737,820,925,950,942,935,882,839,766,603,571,554,517,406,358
1404.01.11,8,23:30:00,45,90000001,91000001,190,400,517,741,820,925,950,942,935,884,839,766,603,572,556,517,404,361
1404.01.12,8,1:40:00,59,90000001,91000001,190,399,517,740,820,925,950,942,935,883,840,771,601,571,555,516,404,359
1404.01.12,8,3:50:00,36,90000001,91000001,190,400,517,737,820,925,950,942,935,882,839,766,603,570,554,517,406,358
1404.01.12,4,6:00:00,58,90000001,91000001,190,400,518,740,820,925,950,941,935,884,839,772,604,571,554,518,417,360
1404.01.12,4,8:10:00,16,90000001,91000001,190,400,518,738,820,925,950,941,935,883,839,771,604,571,553,513,406,360
1404.01.12,4,10:20:00,54,90000001,91000001,190,400,523,738,820,925,950,941,935,883,840,770,603,571,553,512,404,359
1404.01.12,4,12:30:00,38,90000001,91000001,190,400,513,734,820,925,950,940,935,884,840,763,603,570,553,512,405,360
1404.01.12,5,14:40:00,23,90000001,91000001,190,400,512,733,820,925,950,940,935,885,840,760,604,570,553,512,400,362
1404.01.12,5,16:50:00,40,90000001,91000001,190,400,514,730,820,925,950,940,935,882,840,769,604,571,552,514,402,361
1404.01.12,5,19:00:00,72,90000001,91000001,190,400,518,742,820,925,950,942,935,882,839,771,603,571,554,513,399,358
1404.01.12,5,21:10:00,64,90000001,91000001,190,398,520,744,820,925,950,942,935,883,839,771,603,570,554,513,399,358
1404.01.12,8,23:20:00,61,90000001,91000001,190,400,521,750,820,925,950,942,935,884,840,773,605,571,554,513,402,355
1404.01.13,8,1:30:00,6,90000001,91000001,190,404,524,755,820,925,950,942,935,888,839,773,604,572,554,516,402,357
1404.01.13,8,3:40:00,24,90000001,91000001,190,402,523,753,820,925,950,942,935,885,839,780,605,571,554,515,400,356
1404.01.13,8,5:50:00,4,90000001,91000001,190,402,525,743,820,925,950,942,935,882,839,775,605,572,544,515,402,356
1404.01.13,4,8:00:00,80,90000001,91000001,190,402,520,740,820,925,950,941,935,883,839,776,605,571,545,514,401,356
1404.01.13,4,10:10:00,57,90000001,91000001,190,401,517,736,820,925,950,941,935,885,838,777,604,571,545,513,400,355
1404.01.13,4,12:20:00,11,90000001,91000001,190,398,516,735,820,925,950,938,935,883,838,768,604,570,552,512,400,352
1404.01.13,5,14:30:00,2,90000001,91000001,190,398,514,728,820,925,950,940,935,885,840,773,604,569,555,518,400,354
1404.01.13,5,16:40:00,44,90000001,91000001,190,398,514,732,820,925,950,942,935,884,840,768,605,571,552,515,397,351
1404.01.13,5,18:50:00,1,90000001,91000001,190,398,517,740,820,925,950,941,935,881,838,769,604,572,552,514,399,350
1404.01.13,5,21:00:00,9,90000001,91000001,190,399,518,739,820,925,950,942,935,888,840,777,604,570,556,517,408,359
1404.01.13,8,23:10:00,28,90000001,91000001,190,397,516,740,820,925,950,942,935,889,839,776,606,573,557,517,406,361
1404.01.14,8,1:20:00,35,90000001,91000001,190,398,515,740,820,925,950,942,935,885,839,771,605,572,556,515,400,359
1404.01.14,8,3:30:00,52,90000001,91000001,190,396,512,739,820,925,950,942,935,886,840,773,606,573,556,518,405,361
1404.01.14,8,5:40:00,46,90000001,91000001,190,394,518,745,820,925,950,942,935,889,740,774,608,574,556,519,409,362
1404.01.14,4,7:50:00,43,90000001,91000001,190,396,517,740,820,925,950,943,935,888,841,775,605,575,555,520,708,364
1404.01.14,4,10:00:00,48,90000001,91000001,190,395,516,740,820,925,950,945,935,887,842,775,606,576,555,520,706,365
1404.01.14,4,12:10:00,29,90000001,91000001,190,399,507,715,820,925,950,946,935,886,840,770,607,575,555,518,706,362
1404.01.14,5,14:20:00,49,90000001,91000001,190,397,506,721,820,925,950,944,935,888,840,767,608,575,555,518,407,359
1404.01.14,5,16:30:00,34,90000001,91000001,190,398,512,720,820,925,950,945,935,888,840,773,608,575,557,518,406,356
1404.01.14,5,18:40:00,20,90000001,91000001,190,400,522,734,820,925,950,942,935,888,841,770,608,575,558,515,407,356
1404.01.14,5,20:50:00,55,90000001,91000001,190,398,530,735,720,925,950,945,935,889,838,772,607,575,558,519,408,360
1404.01.14,8,23:00:00,66,90000001,91000001,190,398,533,736,820,925,950,945,935,892,838,775,609,576,559,522,406,362
1404.01.15,8,1:10:00,73,90000001,91000001,190,398,535,740,820,925,950,945,935,887,838,773,607,573,558,517,405,361
1404.01.15,8,3:20:00,8,90000001,91000001,190,409,549,752,820,925,950,945,935,882,837,771,605,571,556,516,405,351
1404.01.15,8,5:30:00,51,90000001,91000001,190,411,546,751,820,925,950,942,935,884,841,777,605,573,556,520,408,360
1404.01.15,4,7:40:00,32,90000001,91000001,190,414,549,756,820,925,950,940,935,889,840,782,606,572,555,516,406,360
1404.01.15,4,9:50:00,47,90000001,91000001,190,414,558,758,820,925,950,942,935,890,840,778,606,572,556,517,406,358
1404.01.15,4,12:00:00,17,90000001,91000001,190,414,559,759,820,925,950,943,935,889,840,778,606,571,555,515,406,357
1404.01.15,5,14:10:00,33,90000001,91000001,190,417,560,758,820,925,950,945,935,887,840,775,605,572,554,515,402,357
1404.01.15,5,16:20:00,65,90000001,91000001,190,419,561,760,820,925,950,945,935,888,840,777,604,572,554,514,402,355
1404.01.15,5,18:30:00,21,90000001,91000001,190,424,563,763,820,925,950,946,935,888,839,779,604,571,554,514,402,354
1404.01.15,5,20:40:00,78,90000001,91000001,190,428,564,765,820,920,950,944,935,891,838,776,604,571,553,514,403,356
1404.01.15,8,22:50:00,62,90000001,91000001,190,427,565,776,820,925,950,944,935,892,837,781,604,571,555,516,403,358
1404.01.16,8,1:00:00,13,90000001,91000001,190,427,564,778,820,925,950,945,935,893,839,778,604,572,555,515,405,356
1404.01.16,8,3:10:00,7,90000001,91000001,190,429,567,775,820,925,950,945,935,895,841,780,604,572,554,517,404,357
1404.01.16,8,5:20:00,19,90000001,91000001,190,429,565,775,820,925,950,945,935,893,840,780,603,570,554,516,404,354
1404.01.16,4,7:30:00,22,90000001,91000001,190,430,565,774,820,925,950,944,935,893,840,783,604,570,555,515,404,354
1404.01.16,4,9:40:00,56,90000001,91000001,190,429,564,775,820,925,950,945,935,892,841,782,603,570,555,515,404,354
1404.01.16,4,11:50:00,60,90000001,91000001,190,430,556,775,820,925,950,947,935,891,841,785,605,570,550,514,403,354
1404.01.16,8,14:00:00,39,90000001,91000001,190,429,555,773,820,925,950,950,935,896,841,785,604,572,552,513,404,356
1404.01.16,8,16:10:00,15,90000001,91000001,190,425,554,772,820,925,950,950,935,894,842,785,604,571,552,513,400,356
1404.01.16,8,18:20:00,79,90000001,91000001,190,420,550,773,820,925,950,950,935,893,842,785,604,571,555,513,400,355
1404.01.16,8,20:30:00,58,90000001,91000001,190,415,548,770,820,925,950,950,935,893,830,783,605,572,553,514,400,353
1404.01.16,5,22:40:00,5,90000001,91000001,190,419,547,765,820,925,950,945,935,893,839,776,606,572,553,514,398,356
1404.1.17,5,0:50:00,36,90000001,91000001,190,419,544,764,820,925,950,943,935,890,840,770,605,57,553,514,400,355
1404.1.17,5,3:00:00,59,90000001,91000001,190,419,540,767,820,925,950,943,935,891,840,773,605,572,553,514,403,350
1404.1.17,5,5:10:00,45,90000001,91000001,190,419,534,765,820,925,950,943,935,890,839,774,601,573,552,514,402,353
1404.1.17,4,7:20:00,12,90000001,91000001,190,418,535,763,820,925,950,944,935,891,840,775,602,572,553,514,401,353
1404.1.17,4,9:30:00,16,90000001,91000001,190,414,536,758,820,925,950,944,935,890,842,777,604,570,555,515,403,351
1404.1.17,4,11:40:00,41,90000001,91000001,190,413,537,755,820,925,950,944,935,891,842,778,605,571,555,515,403,351
1404.1.17,4,13:50:00,50,90000001,91000001,190,412,536,755,820,925,950,944,935,810,841,777,607,571,555,516,403,350
1404.1.17,8,16:00:00,54,90000001,91000001,190,412,520,744,820,925,950,943,935,889,840,766,607,574,554,510,400,350
1404.1.17,8,18:10:00,23,90000001,91000001,190,410,520,749,820,925,950,943,935,889,840,773,607,576,557,511,402,354
1404.1.17,8,20:20:00,40,90000001,91000001,190,412,521,772,820,925,950,941,935,892,840,775,607,576,557,513,403,356
1404.1.17,5,22:30:00,26,90000001,91000001,190,419,523,769,820,925,950,940,935,890,839,776,609,576,558,516,400,358
1404.01.18,5,0:40:00,64,90000001,91000001,190,415,523,761,820,925,950,943,935,891,838,776,609,577,557,514,402,356
1404.01.18,5,2:50:00,38,90000001,91000001,190,412,522,759,820,925,950,941,935,890,841,776,609,577,557,516,405,358
1404.01.18,5,5:00:00,67,90000001,91000001,190,410,527,755,820,925,950,942,935,887,839,778,609,576,558,516,405,357
1404.01.18,4,7:10:00,61,90000001,91000001,190,409,525,753,820,925,950,942,935,885,840,777,609,576,558,516,404,356
1404.01.18,4,9:20:00,72,90000001,91000001,190,408,520,745,820,925,950,940,935,887,838,772,610,576,560,518,405,356
1404.01.18,4,11:30:00,80,90000001,91000001,190,408,521,740,820,925,950,944,935,891,838,771,610,576,560,518,404,355
1404.01.18,4,13:40:00,11,90000001,91000001,190,408,520,742,820,925,950,944,935,890,838,772,610,575,560,517,402,356
1404.01.18,8,15:50:00,57,90000001,91000001,190,405,506,732,820,925,950,942,935,888,840,761,610,577,562,521,407,359
1404.01.18,8,18:00:00,43,90000001,91000001,190,404,508,738,820,925,950,942,935,892,837,771,610,578,562,520,410,360
1404.01.18,8,20:10:00,44,90000001,91000001,190,406,513,742,820,925,950,942,935,892,840,773,610,577,561,522,409,362
1404.01.18,5,22:20:00,74,90000001,91000001,190,403,515,742,820,925,950,942,935,891,841,766,611,576,560,520,409,362
1404.01.19,5,0:30:00,48,90000001,91000001,190,402,516,744,820,925,950,942,935,891,840,774,610,578,560,520,412,360
1404.01.19,5,2:40:00,3,90000001,91000001,190,402,516,744,820,925,950,942,935,891,840,774,610,578,560,520,412,360
1404.01.19,5,4:50:00,1,90000001,91000001,190,402,521,745,820,925,950,942,935,891,840,777,611,578,560,520,412,364
1404.01.19,4,7:00:00,30,90000001,91000001,190,402,521,742,820,925,950,942,935,892,841,780,608,577,562,520,410,364
1404.01.19,4,9:10:00,9,90000002,92000001,190,407,510,732,820,925,950,940,935,891,841,775,611,575,563,522,410,365
1404.01.19,4,11:20:00,28,90000001,91000001,190,402,504,735,820,925,950,940,935,893,842,773,613,577,561,523,411,361
1404.01.19,4,13:30:00,35,90000001,91000001,190,401,506,733,720,925,950,940,935,891,842,774,613,577,562,524,411,362
1404.01.19,8,15:40:00,46,90000001,91000001,190,400,506,720,820,925,950,940,935,890,840,781,613,578,562,522,416,366
1404.01.19,8,17:50:00,52,90000001,91000001,190,398,506,724,820,925,950,940,935,890,841,778,617,580,564,522,415,365
1404.01.19,8,20:00:00,2,90000001,91000001,190,401,506,728,820,925,950,940,935,886,842,784,615,582,565,527,409,373
1404.01.19,5,22:10:00,27,90000002,92000001,190,408,512,729,820,925,950,941,935,888,840,780,614,580,565,523,406,366
1404.01.20,5,0:20:00,14,90000001,91000001,190,409,516,728,820,925,950,941,935,890,840,781,612,579,567,525,410,365
1404.01.20,5,2:30:00,42,90000001,91000001,190,410,516,735,820,925,950,941,935,890,840,780,612,576,566,525,411,361
1404.01.20,5,4:40:00,75,90000001,91000001,190,409,520,736,820,925,950,940,935,890,841,786,613,575,563,528,413,362
1404.01.20,4,6:50:00,29,90000001,91000001,190,409,527,737,820,925,950,941,935,891,841,787,612,575,563,528,413,364
1404.01.20,4,9:00:00,49,90000001,91000001,190,400,526,734,820,925,950,940,935,890,841,778,613,577,564,529,418,368
1404.01.20,4,11:10:00,66,90000001,91000001,190,401,527,737,820,925,950,940,935,891,841,778,613,577,564,525,420,365
1404.01.20,4,13:20:00,32,90000001,91000001,190,409,520,739,820,925,950,940,95,891,841,777,613,577,564,524,421,365
1404.01.20,8,15:30:00,10,90000001,91000001,190,412,517,753,820,925,950,940,935,890,842,785,614,577,564,528,422,375
1404.01.20,8,17:40:00,33,90000001,91000001,190,410,514,755,820,925,950,940,935,888,842,788,614,578,564,527,421,373
1404.01.20,8,19:50:00,71,90000001,91000001,190,413,521,775,820,925,950,940,935,890,841,790,613,578,564,528,422,373
1404.01.20,5,22:00:00,31,90000001,91000001,190,413,531,775,820,925,950,941,935,889,841,793,614,576,565,528,423,374
1404.01.21,5,0:10:00,17,90000001,91000001,190,410,532,770,820,925,950,940,935,890,841,789,613,574,563,526,419,374
1404.01.21,5,2:20:00,62,90000001,91000001,190,410,529,761,820,925,950,940,935,892,841,790,612,573,561,528,421,373
